数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,人民币
202507,101,阿富汗,11,北京市,"3,737,157"
202507,101,阿富汗,12,天津市,"5,240,592"
202507,101,阿富汗,13,河北省,"11,880,770"
202507,101,阿富汗,14,山西省,"948,596"
202507,101,阿富汗,15,内蒙古自治区,"5,534,631"
202507,101,阿富汗,21,辽宁省,"10,271,876"
202507,101,阿富汗,31,上海市,"11,626,399"
202507,101,阿富汗,32,江苏省,"75,955,743"
202507,101,阿富汗,33,浙江省,"551,173,864"
202507,101,阿富汗,34,安徽省,"2,877,762"
202507,101,阿富汗,35,福建省,"22,838,266"
202507,101,阿富汗,36,江西省,"4,177,445"
202507,101,阿富汗,37,山东省,"74,228,302"
202507,101,阿富汗,41,河南省,"3,839,046"
202507,101,阿富汗,42,湖北省,"10,999,270"
202507,101,阿富汗,43,湖南省,"4,961,182"
202507,101,阿富汗,44,广东省,"152,343,292"
202507,101,阿富汗,45,广西壮族自治区,"518,718"
202507,101,阿富汗,46,海南省,"319,394"
202507,101,阿富汗,50,重庆市,"12,703,268"
202507,101,阿富汗,51,四川省,"3,282,042"
202507,101,阿富汗,52,贵州省,"418,337"
202507,101,阿富汗,61,陕西省,"6,382,171"
202507,101,阿富汗,65,新疆维吾尔自治区,"53,563,238"
202507,102,巴林,11,北京市,"3,679,822"
202507,102,巴林,12,天津市,"12,643,374"
202507,102,巴林,13,河北省,"84,434,238"
202507,102,巴林,14,山西省,"6,323,583"
202507,102,巴林,15,内蒙古自治区,"2,392,536"
202507,102,巴林,21,辽宁省,"11,277,225"
202507,102,巴林,22,吉林省,"33,682"
202507,102,巴林,23,黑龙江省,"426,546"
202507,102,巴林,31,上海市,"62,022,609"
202507,102,巴林,32,江苏省,"89,791,155"
202507,102,巴林,33,浙江省,"138,446,561"
202507,102,巴林,34,安徽省,"27,008,535"
202507,102,巴林,35,福建省,"14,091,446"
202507,102,巴林,36,江西省,"5,118,490"
202507,102,巴林,37,山东省,"134,047,928"
202507,102,巴林,41,河南省,"8,634,268"
202507,102,巴林,42,湖北省,"12,520,079"
202507,102,巴林,43,湖南省,"28,411,563"
202507,102,巴林,44,广东省,"186,585,765"
202507,102,巴林,45,广西壮族自治区,"1,223,569"
202507,102,巴林,46,海南省,"3,334,394"
202507,102,巴林,50,重庆市,"33,305,313"
202507,102,巴林,51,四川省,"5,485,653"
202507,102,巴林,52,贵州省,"3,161,698"
202507,102,巴林,53,云南省,"39,756"
202507,102,巴林,61,陕西省,"3,961,021"
202507,102,巴林,62,甘肃省,"718,472"
202507,102,巴林,63,青海省,"1,628,975"
202507,102,巴林,64,宁夏回族自治区,"584,466"
202507,102,巴林,65,新疆维吾尔自治区,"3,136,080"
202507,103,孟加拉国,11,北京市,"920,457,396"
202507,103,孟加拉国,12,天津市,"110,286,136"
202507,103,孟加拉国,13,河北省,"302,144,736"
202507,103,孟加拉国,14,山西省,"42,696,679"
202507,103,孟加拉国,15,内蒙古自治区,"97,046,976"
202507,103,孟加拉国,21,辽宁省,"174,182,401"
202507,103,孟加拉国,22,吉林省,"22,896,937"
202507,103,孟加拉国,23,黑龙江省,"75,187,913"
202507,103,孟加拉国,31,上海市,"765,955,488"
202507,103,孟加拉国,32,江苏省,"2,537,341,098"
202507,103,孟加拉国,33,浙江省,"2,808,592,232"
202507,103,孟加拉国,34,安徽省,"185,428,198"
202507,103,孟加拉国,35,福建省,"498,617,956"
202507,103,孟加拉国,36,江西省,"196,769,653"
202507,103,孟加拉国,37,山东省,"1,029,379,631"
202507,103,孟加拉国,41,河南省,"106,859,383"
202507,103,孟加拉国,42,湖北省,"505,957,203"
202507,103,孟加拉国,43,湖南省,"138,804,064"
202507,103,孟加拉国,44,广东省,"1,843,364,154"
202507,103,孟加拉国,45,广西壮族自治区,"53,313,713"
202507,103,孟加拉国,46,海南省,"34,808,711"
202507,103,孟加拉国,50,重庆市,"207,080,458"
202507,103,孟加拉国,51,四川省,"107,918,898"
202507,103,孟加拉国,52,贵州省,"15,269,482"
202507,103,孟加拉国,53,云南省,"39,144,166"
202507,103,孟加拉国,61,陕西省,"25,648,599"
202507,103,孟加拉国,62,甘肃省,"14,437,682"
202507,103,孟加拉国,63,青海省,"1,494,724"
202507,103,孟加拉国,64,宁夏回族自治区,"3,173,144"
202507,103,孟加拉国,65,新疆维吾尔自治区,"59,521,203"
202507,104,不丹,11,北京市,"118,396"
202507,104,不丹,12,天津市,129
202507,104,不丹,31,上海市,"112,884"
202507,104,不丹,32,江苏省,"1,170,112"
202507,104,不丹,33,浙江省,"861,397"
202507,104,不丹,34,安徽省,"4,002"
202507,104,不丹,35,福建省,"124,068"
202507,104,不丹,37,山东省,"13,412,405"
202507,104,不丹,41,河南省,"381,082"
202507,104,不丹,42,湖北省,"1,508,847"
202507,104,不丹,43,湖南省,"186,412"
202507,104,不丹,44,广东省,"109,389,745"
202507,104,不丹,45,广西壮族自治区,"1,619"
202507,104,不丹,50,重庆市,"1,304,902"
202507,104,不丹,51,四川省,"713,429"
202507,104,不丹,53,云南省,"401,237"
202507,105,文莱,11,北京市,"3,809,021"
202507,105,文莱,12,天津市,"1,323,337,988"
202507,105,文莱,13,河北省,"8,233,692"
202507,105,文莱,15,内蒙古自治区,"180,634"
202507,105,文莱,21,辽宁省,"1,810,086"
202507,105,文莱,23,黑龙江省,"3,306,708"
202507,105,文莱,31,上海市,"24,210,522"
202507,105,文莱,32,江苏省,"10,657,650"
202507,105,文莱,33,浙江省,"57,543,951"
202507,105,文莱,34,安徽省,"5,400,210"
202507,105,文莱,35,福建省,"11,545,714"
202507,105,文莱,36,江西省,"1,102,249"
202507,105,文莱,37,山东省,"45,898,387"
202507,105,文莱,41,河南省,"7,210,410"
202507,105,文莱,42,湖北省,"9,487,337"
202507,105,文莱,43,湖南省,"5,000,016"
202507,105,文莱,44,广东省,"48,580,732"
202507,105,文莱,45,广西壮族自治区,"1,066,567"
