数据年月,贸易伙伴编码,贸易伙伴名称,注册地编码,注册地名称,人民币
202505,101,阿富汗,11,北京市,"5,029,458"
202505,101,阿富汗,31,上海市,"287,243"
202505,101,阿富汗,32,江苏省,"4,855"
202505,101,阿富汗,33,浙江省,"1,956,294"
202505,101,阿富汗,34,安徽省,355
202505,101,阿富汗,35,福建省,"1,398"
202505,101,阿富汗,37,山东省,"1,227,289"
202505,101,阿富汗,41,河南省,"1,273"
202505,101,阿富汗,43,湖南省,"700,487"
202505,101,阿富汗,44,广东省,"744,717"
202505,101,阿富汗,65,新疆维吾尔自治区,"121,551"
202505,102,巴林,11,北京市,"8,510"
202505,102,巴林,22,吉林省,"1,515"
202505,102,巴林,31,上海市,"1,985,031"
202505,102,巴林,32,江苏省,"166,199"
202505,102,巴林,33,浙江省,"4,569,139"
202505,102,巴林,35,福建省,"1,275"
202505,102,巴林,37,山东省,"336,341"
202505,102,巴林,44,广东省,"212,145"
202505,102,巴林,50,重庆市,"1,785"
202505,102,巴林,51,四川省,"13,709,808"
202505,103,孟加拉国,11,北京市,"13,988,385"
202505,103,孟加拉国,12,天津市,"324,111"
202505,103,孟加拉国,13,河北省,"14,349,887"
202505,103,孟加拉国,21,辽宁省,"10,564,648"
202505,103,孟加拉国,31,上海市,"208,725,957"
202505,103,孟加拉国,32,江苏省,"47,865,425"
202505,103,孟加拉国,33,浙江省,"82,030,856"
202505,103,孟加拉国,34,安徽省,"1,115,496"
202505,103,孟加拉国,35,福建省,"9,252,713"
202505,103,孟加拉国,36,江西省,"1,398,673"
202505,103,孟加拉国,37,山东省,"34,845,151"
202505,103,孟加拉国,41,河南省,"87,945,967"
202505,103,孟加拉国,42,湖北省,"13,590,716"
202505,103,孟加拉国,43,湖南省,"31,137,450"
202505,103,孟加拉国,44,广东省,"101,050,485"
202505,103,孟加拉国,45,广西壮族自治区,"4,034,131"
202505,103,孟加拉国,46,海南省,"1,045,480"
202505,103,孟加拉国,50,重庆市,"5,136"
202505,103,孟加拉国,51,四川省,"16,681,355"
202505,103,孟加拉国,52,贵州省,"227,484"
202505,103,孟加拉国,53,云南省,"8,657,523"
202505,103,孟加拉国,61,陕西省,"684,276"
202505,104,不丹,11,北京市,967
202505,104,不丹,31,上海市,810
202505,104,不丹,44,广东省,"4,994"
202505,105,文莱,11,北京市,730
202505,105,文莱,31,上海市,"101,725,967"
202505,105,文莱,32,江苏省,"102,577,039"
202505,105,文莱,33,浙江省,"658,765,647"
202505,105,文莱,35,福建省,"246,893"
202505,105,文莱,37,山东省,"151,670,669"
202505,105,文莱,41,河南省,186
202505,105,文莱,44,广东省,"61,607,159"
202505,105,文莱,46,海南省,"235,469,881"
202505,106,缅甸,11,北京市,"255,774,467"
202505,106,缅甸,12,天津市,"6,884"
202505,106,缅甸,13,河北省,"23,465,582"
202505,106,缅甸,14,山西省,"17,860,162"
202505,106,缅甸,21,辽宁省,"54,404,722"
202505,106,缅甸,23,黑龙江省,"3,160,204"
202505,106,缅甸,31,上海市,"64,716,673"
202505,106,缅甸,32,江苏省,"31,085,816"
202505,106,缅甸,33,浙江省,"44,155,669"
202505,106,缅甸,34,安徽省,"69,610,651"
202505,106,缅甸,35,福建省,"47,911,483"
202505,106,缅甸,36,江西省,"6,040,615"
202505,106,缅甸,37,山东省,"323,159,904"
202505,106,缅甸,41,河南省,"306,520,707"
202505,106,缅甸,42,湖北省,"17,526,217"
202505,106,缅甸,43,湖南省,"22,756,731"
202505,106,缅甸,44,广东省,"194,512,874"
202505,106,缅甸,45,广西壮族自治区,"36,896,930"
202505,106,缅甸,46,海南省,"58,120,316"
202505,106,缅甸,50,重庆市,"13,152,266"
202505,106,缅甸,51,四川省,"18,664,495"
202505,106,缅甸,52,贵州省,"4,732,469"
202505,106,缅甸,53,云南省,"2,682,287,963"
202505,106,缅甸,61,陕西省,"10,171,121"
202505,106,缅甸,62,甘肃省,"8,556,168"
202505,107,柬埔寨,11,北京市,"272,155,937"
202505,107,柬埔寨,12,天津市,"22,189,804"
202505,107,柬埔寨,13,河北省,"42,597,876"
202505,107,柬埔寨,14,山西省,"1,647,597"
202505,107,柬埔寨,15,内蒙古自治区,454
202505,107,柬埔寨,21,辽宁省,"44,984,392"
202505,107,柬埔寨,22,吉林省,"1,933,316"
202505,107,柬埔寨,23,黑龙江省,"3,820,860"
202505,107,柬埔寨,31,上海市,"302,622,412"
202505,107,柬埔寨,32,江苏省,"92,441,172"
202505,107,柬埔寨,33,浙江省,"163,974,288"
202505,107,柬埔寨,34,安徽省,"17,784,195"
202505,107,柬埔寨,35,福建省,"130,657,637"
202505,107,柬埔寨,36,江西省,"10,273,221"
202505,107,柬埔寨,37,山东省,"36,241,031"
202505,107,柬埔寨,41,河南省,"45,819,111"
202505,107,柬埔寨,42,湖北省,"10,245,992"
202505,107,柬埔寨,43,湖南省,"39,520,790"
202505,107,柬埔寨,44,广东省,"250,883,703"
202505,107,柬埔寨,45,广西壮族自治区,"23,879,477"
202505,107,柬埔寨,46,海南省,"206,034,594"
202505,107,柬埔寨,50,重庆市,"8,575,917"
202505,107,柬埔寨,51,四川省,"3,566,804"
202505,107,柬埔寨,61,陕西省,"393,571"
202505,107,柬埔寨,62,甘肃省,"999,242"
202505,108,塞浦路斯,11,北京市,"1,482,674"
202505,108,塞浦路斯,12,天津市,"122,233"
202505,108,塞浦路斯,13,河北省,"51,793"
202505,108,塞浦路斯,31,上海市,"9,178,862"
